headline,is_sarcastic
Republikeinse senator hield coronanieuws stil en verkocht aandelen,0
India executeert vier mannen die in 2012 vrouw verkrachtten in rijdende bus,0
Aantal bevestigde besmettingen in Duitsland passeert 10.000,0
Italie gaat China voorbij als land met meeste overleden coronapatienten,0
Duitse politie doet invallen in verband met extreemrechtse groepering,0
Democrate Tulsi Gabbard stapt uit Amerikaanse presidentsrace,0
Marokko arresteert YouTuber voor verspreiden nepnieuws over corona,0
Leger moet in Bergamo doodskisten ophalen bij overvol crematorium,0
Prominente Apollo-astronaut Alfred Worden op 88-jarige leeftijd overleden,0
Voor het eerst sinds corona-uitbraak geen nieuwe besmettingen in Wuhan,0
Wereldwijd meer dan 200.000 bevestigde besmettingen met coronavirus,0
Reisorganisaties hebben plan voor terughalen Nederlanders nog niet af,0
Biden wint Democratische voorverkiezingen in Arizona^ Florida en Illinois,0
China zet verslaggevers van drie grote Amerikaanse kranten uit,0
EU sluit buitengrenzen Schengengebied voor niet-noodzakelijke reizen,0
Belgie sluit niet-essentiele winkels in strijd tegen coronavirus,0
Broer van aanslagpleger concert Ariana Grande schuldig aan 22 moorden,0
Vondelpark trekt ondanks coronamaatregelen veel publiek,0
Pinguins verkennen gesloten aquariumpark in Chicago,0
Venetianen delen beelden van kristalhelder water in kanalen,0
Chinese vrouw liet zich 1.200 jaar terug begraven met haar geliefde ezels,0
Democrate Tulsi Gabbard stapt uit Amerikaanse presidentsrace,0
Marokko arresteert YouTuber voor verspreiden nepnieuws over corona,0
Leger moet in Bergamo doodskisten ophalen bij overvol crematorium,0
Prominente Apollo-astronaut Alfred Worden op 88-jarige leeftijd overleden,0
Voor het eerst sinds corona-uitbraak geen nieuwe besmettingen in Wuhan,0
Wereldwijd meer dan 200.000 bevestigde besmettingen met coronavirus,0
Reisorganisaties hebben plan voor terughalen Nederlanders nog niet af,0
Biden wint Democratische voorverkiezingen in Arizona^ Florida en Illinois,0
China zet verslaggevers van drie grote Amerikaanse kranten uit,0
EU sluit buitengrenzen Schengengebied voor niet-noodzakelijke reizen,0
Belgie sluit niet-essentiele winkels in strijd tegen coronavirus,0
Broer van aanslagpleger concert Ariana Grande schuldig aan 22 moorden,0
Vondelpark trekt ondanks coronamaatregelen veel publiek,0
Pinguins verkennen gesloten aquariumpark in Chicago,0
Venetianen delen beelden van kristalhelder water in kanalen,0
Chinese vrouw liet zich 1.200 jaar terug begraven met haar geliefde ezels,0
Honderden gevangenen ontsnappen uit vier Braziliaanse gevangenissen,0
Frankrijk in lockdown: alleen de straat op met speciale papieren,0
Poetin kan door grondwetswijziging tot 2036 aan de macht blijven,0
Buitengrenzen Schengengebied vanaf dinsdag voor dertig dagen dicht,0
Coronavirus drukt zware stempel op Amerikaanse presidentsrace,0
Kind komt om bij brand in vluchtelingenkamp op Griekse eiland Lesbos,0
Drie mannen krijgen 125 jaar cel voor dood van Syrische jongen Alan Kurdi,0
Duitse grenzen dicht: 'hamsteraars' en plezierreizigers geweigerd,0
Spaans leger patrouilleert door straten om lockdown te handhaven,0
Spaanse koning weigert toekomstige erfenis van vader aan te nemen,0
'Israelische premier en oppositieleider in gesprek over eenheidsregering',0
Met zeep in het stemhokje: Franse verkiezingen gaan door,0
Een jaar na aanslag Christchurch vecht Nieuw-Zeeland nog tegen haat,0
Voor het eerst meer buitenlandse dan lokale besmettingen in China,0
Vakantieplekken op slot: geen vluchten naar ABC-eilanden en skipistes dicht,0
Van 'seniel' naar 'comeback kid': hoe Joe Biden terugkwam,0
Honderden gevangenen ontsnappen uit vier Braziliaanse gevangenissen,0
Frankrijk in lockdown: alleen de straat op met speciale papieren,0
Poetin kan door grondwetswijziging tot 2036 aan de macht blijven,0
Buitengrenzen Schengengebied vanaf dinsdag voor dertig dagen dicht,0
Coronavirus drukt zware stempel op Amerikaanse presidentsrace,0
Kind komt om bij brand in vluchtelingenkamp op Griekse eiland Lesbos,0
Drie mannen krijgen 125 jaar cel voor dood van Syrische jongen Alan Kurdi,0
Duitse grenzen dicht: 'hamsteraars' en plezierreizigers geweigerd,0
Spaans leger patrouilleert door straten om lockdown te handhaven,0
Spaanse koning weigert toekomstige erfenis van vader aan te nemen,0
'Israelische premier en oppositieleider in gesprek over eenheidsregering',0
Met zeep in het stemhokje: Franse verkiezingen gaan door,0
Een jaar na aanslag Christchurch vecht Nieuw-Zeeland nog tegen haat,0
Voor het eerst meer buitenlandse dan lokale besmettingen in China,0
Vakantieplekken op slot: geen vluchten naar ABC-eilanden en skipistes dicht,0
Van 'seniel' naar 'comeback kid': hoe Joe Biden terugkwam,0
Trump roept vanwege coronavirus nationale noodtoestand uit in VS,0
Onder meer Denemarken en Tsjechie sluiten grenzen wegens coronavirus,0
Angst voor verspreiding coronavirus in Griekse vluchtelingenkampen,0
VS voert raketaanval uit in Irak uit wraak op aanval Amerikaanse basis,0
Rapport: Nederlandse copiloot gecrasht toestel Istanboel begreep instructies niet,0
Klokkenluider Chelsea Manning op vrije voeten gesteld door rechter,0
EU biedt vergoeding aan migranten op Griekse eilanden bij terugkeer,0
Iran meldt meer dan duizend nieuwe coronapatienten in een dag,0
Vliegtuig schrijft boven Syney oproep aan inwoners,0
Trump legt al het personenverkeer van Europa naar de VS voor 30 dagen stil,0
Drie militairen omgekomen op Amerikaans basis in Irak door raketaanval,0
Extra Italiaanse maatregelen tegen coronavirus: bijna alle winkels dicht,0
Iran gaat zwarte doos neergehaalde Boeing alsnog met Oekraine delen,0
WHO bestempelt corona-uitbraak officieel als pandemie,0
Russisch parlement stemt in met omstreden grondwetswijziging,0
25 Nederlanders in quarantaine geplaatst in Vietnamees hotel,0
Trump roept vanwege coronavirus nationale noodtoestand uit in VS,0
Onder meer Denemarken en Tsjechie sluiten grenzen wegens coronavirus,0
Angst voor verspreiding coronavirus in Griekse vluchtelingenkampen,0
VS voert raketaanval uit in Irak uit wraak op aanval Amerikaanse basis,0
Rapport: Nederlandse copiloot gecrasht toestel Istanboel begreep instructies niet,0
Klokkenluider Chelsea Manning op vrije voeten gesteld door rechter,0
EU biedt vergoeding aan migranten op Griekse eilanden bij terugkeer,0
Iran meldt meer dan duizend nieuwe coronapatienten in een dag,0
Vliegtuig schrijft boven Syney oproep aan inwoners,0
Trump legt al het personenverkeer van Europa naar de VS voor 30 dagen stil,0
Drie militairen omgekomen op Amerikaans basis in Irak door raketaanval,0
Extra Italiaanse maatregelen tegen coronavirus: bijna alle winkels dicht,0
Iran gaat zwarte doos neergehaalde Boeing alsnog met Oekraine delen,0
WHO bestempelt corona-uitbraak officieel als pandemie,0
Russisch parlement stemt in met omstreden grondwetswijziging,0
25 Nederlanders in quarantaine geplaatst in Vietnamees hotel,0
Nederlanders in Italie: 'De sfeer in de stad is somber',0
Biden leidt op 'Big Tuesday': 'Het lijkt een mooie avond te worden',0
Biden geeft Sanders het nakijken bij Democratische voorverkiezingen,0
Ankara: 'Migrantendeal tussen Turkije en EU moet worden aangescherpt',0
Steekproef personeel Brabantse ziekenhuizen: 4 procent heeft coronavirus,0
Dit zijn de coronaregels die 60 miljoen Italianen moeten naleven,0
Ministerie past reisadvies voor heel Italie aan: alleen noodzakelijke reizen,0
Canadese overheid verbiedt therapieen die homo's zouden 'genezen',0
Koning biedt Indonesie excuses aan: 'Pijn en verdriet duren voort',0
Trump belooft economische maatregelen te treffen vanwege coronavirus,0
Miljoenen Mexicaanse vrouwen blijven thuis uit protest tegen gendergeweld,0
EU: 'Onenigheid met Turkije over migrantenstroom moet snel worden opgelost',0
Italie breidt coronavirusmaatregelen uit: reisbeperkingen in heel het land,0
Duitsers laten zich testen op coronavirus bij drive-thrutestcentrum,0
Coalitie van EU-landen bereid om kinderen uit Griekse kampen op te nemen,0
Doden bij rellen Italiaanse gevangenissen na beperkingen om coronavirus,0
Nederlanders in Italie: 'De sfeer in de stad is somber',0
Biden leidt op 'Big Tuesday': 'Het lijkt een mooie avond te worden',0
Biden geeft Sanders het nakijken bij Democratische voorverkiezingen,0
Ankara: 'Migrantendeal tussen Turkije en EU moet worden aangescherpt',0
Steekproef personeel Brabantse ziekenhuizen: 4 procent heeft coronavirus,0
Dit zijn de coronaregels die 60 miljoen Italianen moeten naleven,0
Ministerie past reisadvies voor heel Italie aan: alleen noodzakelijke reizen,0
Canadese overheid verbiedt therapieen die homo's zouden 'genezen',0
Koning biedt Indonesie excuses aan: 'Pijn en verdriet duren voort',0
Trump belooft economische maatregelen te treffen vanwege coronavirus,0
Miljoenen Mexicaanse vrouwen blijven thuis uit protest tegen gendergeweld,0
EU: 'Onenigheid met Turkije over migrantenstroom moet snel worden opgelost',0
Italie breidt coronavirusmaatregelen uit: reisbeperkingen in heel het land,0
Duitsers laten zich testen op coronavirus bij drive-thrutestcentrum,0
Coalitie van EU-landen bereid om kinderen uit Griekse kampen op te nemen,0
Doden bij rellen Italiaanse gevangenissen na beperkingen om coronavirus,0
Nederlanders in Italie: 'De sfeer in de stad is somber',0
Biden leidt op 'Big Tuesday': 'Het lijkt een mooie avond te worden',0
Biden geeft Sanders het nakijken bij Democratische voorverkiezingen,0
Ankara: 'Migrantendeal tussen Turkije en EU moet worden aangescherpt',0
Steekproef personeel Brabantse ziekenhuizen: 4 procent heeft coronavirus,0
Dit zijn de coronaregels die 60 miljoen Italianen moeten naleven,0
Ministerie past reisadvies voor heel Italie aan: alleen noodzakelijke reizen,0
Canadese overheid verbiedt therapieen die homo's zouden 'genezen',0
Koning biedt Indonesie excuses aan: 'Pijn en verdriet duren voort',0
Trump belooft economische maatregelen te treffen vanwege coronavirus,0
Miljoenen Mexicaanse vrouwen blijven thuis uit protest tegen gendergeweld,0
EU: 'Onenigheid met Turkije over migrantenstroom moet snel worden opgelost',0
Italie breidt coronavirusmaatregelen uit: reisbeperkingen in heel het land,0
Duitsers laten zich testen op coronavirus bij drive-thrutestcentrum,0
Coalitie van EU-landen bereid om kinderen uit Griekse kampen op te nemen,0
Doden bij rellen Italiaanse gevangenissen na beperkingen om coronavirus,0
Afghaanse president Ghani opnieuw ingezworen - en zijn rivaal ook,0
'Noord-Korea lanceert drie korteafstandsraketten richting zee',0
133 coronadoden op een dag in Italie^ grootste stijging sinds uitbraak,0
Topless protest en acties asielzoekers op Internationale Vrouwendag,0
Kamp Biden opnieuw groter: ook ex-kandidaat Harris spreekt steun uit,0
Lawine in Oostenrijks Dachsteingebergte kost vijf wandelaars het leven,0
Onduidelijkheid over start quarantaineperiode in noordelijke delen Italie,0
Ministerie past reisadvies voor delen Noord-Italie aan naar code rood,0
Minstens tien doden door instorten Chinees 'quarantainehotel',0
Italie sluit flink deel van het noorden af^ 16 miljoen mensen in quarantaine,0
Migrantencentrum op Lesbos afgebrand^ opnieuw onrust bij Turkse grens,0
Zeker 22 doden en zeventig gewonden bij groot verkeersongeluk in Syrie,0
Zoektocht naar overlevenden na instorten Chinees ‘quarantainehotel',0
Vrouwen vechten om schaars wc-papier in Australische supermarkt,0
'Italie overweegt heel Lombardije en elf andere regio's op slot te zetten om coronavirus',0
Libanon kan voor het eerst niet aan betalingsverplichtingen voldoen,0
Afghaanse president Ghani opnieuw ingezworen - en zijn rivaal ook,0
'Noord-Korea lanceert drie korteafstandsraketten richting zee',0
133 coronadoden op een dag in Italie^ grootste stijging sinds uitbraak,0
Topless protest en acties asielzoekers op Internationale Vrouwendag,0
Kamp Biden opnieuw groter: ook ex-kandidaat Harris spreekt steun uit,0
Lawine in Oostenrijks Dachsteingebergte kost vijf wandelaars het leven,0
Onduidelijkheid over start quarantaineperiode in noordelijke delen Italie,0
Ministerie past reisadvies voor delen Noord-Italie aan naar code rood,0
Minstens tien doden door instorten Chinees 'quarantainehotel',0
Italie sluit flink deel van het noorden af^ 16 miljoen mensen in quarantaine,0
Migrantencentrum op Lesbos afgebrand^ opnieuw onrust bij Turkse grens,0
Zeker 22 doden en zeventig gewonden bij groot verkeersongeluk in Syrie,0
Zoektocht naar overlevenden na instorten Chinees ‘quarantainehotel',0
Vrouwen vechten om schaars wc-papier in Australische supermarkt,0
'Italie overweegt heel Lombardije en elf andere regio's op slot te zetten om coronavirus',0
Libanon kan voor het eerst niet aan betalingsverplichtingen voldoen,0
Tientallen mensen vast in ingestort Chinees quarantainehotel,0
'Erdogan overlegt maandag in Brussel met EU over migranten',0
Migranten klimmen op hekken bij Turks-Griekse grens,0
Hoe nazivergelijking godwin de wereld veroverde,0
'Meerdere leden van Saoedische koninklijke familie gearresteerd',0
Trump vervangt waarnemend stafchef Witte Huis Mick Mulvaney,0
21 coronabesmettingen op cruiseschip VS^ passagiers mogen niet aan wal,0
Coronavirus eist 49 levens in Italie^ grootste stijging sinds uitbraak,0
Hoe migranten worden ingezet in een machtsspel tussen Turkije en de EU,0
Vijftien Europese landen tekenen pact: in 2025 al het plastic recyclebaar,0
Vietnamese 'landmijnmeisjes' sporen dagelijks explosieven op,0
VS schort executie van man in Alabama op^ maar executeert hem later toch,0
Turkije doodt 21 Syrische militairen in Idlib in aanloop naar bestand,0
Vorst Dubai schuldig bevonden aan ontvoering van eigen dochters,0
Vijftien Nederlanders op weg naar huis na quarantaine in hotel Tenerife,0
Voorbijganger tackelt voor politie vluchtende autodief in Australie,0
Tientallen mensen vast in ingestort Chinees quarantainehotel,0
'Erdogan overlegt maandag in Brussel met EU over migranten',0
Migranten klimmen op hekken bij Turks-Griekse grens,0
Hoe nazivergelijking godwin de wereld veroverde,0
'Meerdere leden van Saoedische koninklijke familie gearresteerd',0
Trump vervangt waarnemend stafchef Witte Huis Mick Mulvaney,0
21 coronabesmettingen op cruiseschip VS^ passagiers mogen niet aan wal,0
Coronavirus eist 49 levens in Italie^ grootste stijging sinds uitbraak,0
Hoe migranten worden ingezet in een machtsspel tussen Turkije en de EU,0
Vijftien Europese landen tekenen pact: in 2025 al het plastic recyclebaar,0
Vietnamese 'landmijnmeisjes' sporen dagelijks explosieven op,0
VS schort executie van man in Alabama op^ maar executeert hem later toch,0
Turkije doodt 21 Syrische militairen in Idlib in aanloop naar bestand,0
Vorst Dubai schuldig bevonden aan ontvoering van eigen dochters,0
Vijftien Nederlanders op weg naar huis na quarantaine in hotel Tenerife,0
Voorbijganger tackelt voor politie vluchtende autodief in Australie,0
Rusland en Turkije akkoord met wapenstilstand in Syrische regio Idlib,0
Elizabeth Warren stapt uit race om presidentschap VS,0
Internationaal Strafhof onderzoekt alsnog oorlogsmisdaden Afghanistan,0
Turkije stuurt duizend zwaarbewapende agenten naar Griekse grens,0
Vechtpartij in Turks parlement na kritiek op Erdogan,0
Wereldwijd gaan 290 miljoen kinderen niet naar school door coronavirus,0
Drie jaar cel voor vliegtuigmonteur na saboteren navigatiesysteem,0
Coronavirus eist meer dan 100 levens in Italie^ scholen tot 15 maart dicht,0
India heft internetblokkade Kasjmir deels op^ sociale media bereikbaar,0
Miljardair Bloomberg stopt met campagne presidentsverkiezingen VS,0
Italie overweegt scholen tot half maart te sluiten wegens coronavirus,0
AIVD: Een derde van uitreizigers naar Syrie daar omgekomen,0
Timmermans' klimaatwet geeft Europese Commissie meer bevoegdheden,0
Verenigde Staten bombarderen Taliban enkele dagen na vredesakkoord,0
Biden slaat terug: tweestrijd met Sanders onvermijdelijk,0
Biden zet comeback door op Super Tuesday^ Sanders wint in Californie,0
Rusland en Turkije akkoord met wapenstilstand in Syrische regio Idlib,0
Elizabeth Warren stapt uit race om presidentschap VS,0
Internationaal Strafhof onderzoekt alsnog oorlogsmisdaden Afghanistan,0
Turkije stuurt duizend zwaarbewapende agenten naar Griekse grens,0
Vechtpartij in Turks parlement na kritiek op Erdogan,0
Wereldwijd gaan 290 miljoen kinderen niet naar school door coronavirus,0
Drie jaar cel voor vliegtuigmonteur na saboteren navigatiesysteem,0
Coronavirus eist meer dan 100 levens in Italie^ scholen tot 15 maart dicht,0
India heft internetblokkade Kasjmir deels op^ sociale media bereikbaar,0
Miljardair Bloomberg stopt met campagne presidentsverkiezingen VS,0
Italie overweegt scholen tot half maart te sluiten wegens coronavirus,0
AIVD: Een derde van uitreizigers naar Syrie daar omgekomen,0
Timmermans' klimaatwet geeft Europese Commissie meer bevoegdheden,0
Verenigde Staten bombarderen Taliban enkele dagen na vredesakkoord,0
Biden slaat terug: tweestrijd met Sanders onvermijdelijk,0
Biden zet comeback door op Super Tuesday^ Sanders wint in Californie,0
Iran laat tijdelijk 54.000 gevangenen vrij vanwege coronavirus,0
Duitse politie doet invallen bij rechts-extremistische groep,0
Congolezen feesten na ontslag laatste ebolapatient uit ziekenhuis,0
Johnson: 'Ik schudde handen in ziekenhuis met coronapatienten',0
Einde van dodelijkste ebola-uitbraak ooit in Congo in zicht,0
VN: Iran verrijkt sinds november drie keer zo veel uranium als toegestaan,0
Buitenlandse Zaken: Reis alleen naar Noord-Italie als dat noodzakelijk is,0
Zeker 22 doden door tornado in Amerikaanse staat Tennessee,0
Artsen zonder Grenzen staakt werk op Lesbos tijdelijk wegens dreiging,0
Tornado laat spoor van vernieling achter in Tennessee,0
Grote veldslag voor de Democraten: dit moet je weten over Super Tuesday,0
Defensie wilde Luchtmobiele Brigade naar crashgebied MH17 sturen,0
Vulkaan Merapi barst uit: aswolk van 6 kilometer hoog,0
VN: Rusland en Turkije pleegden oorlogsmisdaden in Syrie,0
Ook ex-presidentskandidaten Buttigieg en O'Rourke staan achter Biden,0
Uitslag verkiezingen Israel voor derde keer binnen jaar nek-aan-nekrace,0
Iran laat tijdelijk 54.000 gevangenen vrij vanwege coronavirus,0
Duitse politie doet invallen bij rechts-extremistische groep,0
Congolezen feesten na ontslag laatste ebolapatient uit ziekenhuis,0
Johnson: 'Ik schudde handen in ziekenhuis met coronapatienten',0
Einde van dodelijkste ebola-uitbraak ooit in Congo in zicht,0
VN: Iran verrijkt sinds november drie keer zo veel uranium als toegestaan,0
Buitenlandse Zaken: Reis alleen naar Noord-Italie als dat noodzakelijk is,0
Zeker 22 doden door tornado in Amerikaanse staat Tennessee,0
Artsen zonder Grenzen staakt werk op Lesbos tijdelijk wegens dreiging,0
Tornado laat spoor van vernieling achter in Tennessee,0
Grote veldslag voor de Democraten: dit moet je weten over Super Tuesday,0
Defensie wilde Luchtmobiele Brigade naar crashgebied MH17 sturen,0
Vulkaan Merapi barst uit: aswolk van 6 kilometer hoog,0
VN: Rusland en Turkije pleegden oorlogsmisdaden in Syrie,0
Ook ex-presidentskandidaten Buttigieg en O'Rourke staan achter Biden,0
Uitslag verkiezingen Israel voor derde keer binnen jaar nek-aan-nekrace,0
Presidentskandidaat Klobuchar staakt campagne en geeft rivaal Biden zegen,0
Griekse kustwacht schiet in het water naast migrantenboot,0
Nog steeds onrustig op Lesbos^ kind verdronken in zee,0
Australische deelstaat New South Wales na 240 dagen vrij van bosbranden,0
'China dwingt 80.000 Oeigoeren tot werk in fabrieken van bekende merken',0
Weggezakte Buttigieg staakt campagne op cruciaal punt in voorverkiezingen,0
Vliegtuig van TUI zakt met landingsgestel door asfalt op luchthaven Bonaire,0
Turkije zegt met vergeldingsactie in Syrie 2.000 militairen te hebben gedood,0
Huizen langs Eriemeer in Amerika bevroren door kou en wind,0
Joe Biden: 'Trumps dagen van verdeeldheid zaaien zijn geteld',0
Anticorruptiepartij OLANO wint beladen verkiezingen in Slowakije,0
Man laat jonge kinderen alleen thuis achter om seks te hebben met 14-jarige,0
Biden wint laatste voorverkiezing in aanloop naar 'Super Tuesday',0
Twaalf gewonden bij auto-ongeluk in Duitse Essen^ drie in levensgevaar,0
Syrische vluchtelingen klimmen over hekken bij grens met Europa,0
Historisch vredesakkoord VS en Taliban: troepen worden teruggetrokken,0
Presidentskandidaat Klobuchar staakt campagne en geeft rivaal Biden zegen,0
Griekse kustwacht schiet in het water naast migrantenboot,0
Nog steeds onrustig op Lesbos^ kind verdronken in zee,0
Australische deelstaat New South Wales na 240 dagen vrij van bosbranden,0
'China dwingt 80.000 Oeigoeren tot werk in fabrieken van bekende merken',0
Weggezakte Buttigieg staakt campagne op cruciaal punt in voorverkiezingen,0
Vliegtuig van TUI zakt met landingsgestel door asfalt op luchthaven Bonaire,0
Turkije zegt met vergeldingsactie in Syrie 2.000 militairen te hebben gedood,0
Huizen langs Eriemeer in Amerika bevroren door kou en wind,0
Joe Biden: 'Trumps dagen van verdeeldheid zaaien zijn geteld',0
Anticorruptiepartij OLANO wint beladen verkiezingen in Slowakije,0
Man laat jonge kinderen alleen thuis achter om seks te hebben met 14-jarige,0
Biden wint laatste voorverkiezing in aanloop naar 'Super Tuesday',0
Twaalf gewonden bij auto-ongeluk in Duitse Essen^ drie in levensgevaar,0
Syrische vluchtelingen klimmen over hekken bij grens met Europa,0
Historisch vredesakkoord VS en Taliban: troepen worden teruggetrokken,0
Erdogan: Achttienduizend vluchtelingen zijn grens met Europa overgestoken,0
Treinstation Parijs ontruimd na brand bij protest tegen Congolese zanger,0
Italiaanse politie neemt illegale mondmaskers in beslag,0
Griekenland scherpt grenscontroles aan na vluchtelingenstroom uit Turkije,0
Coronaverdenking twee hotels Abu Dhabi^ Nederlanders in afzondering,0
Turkije zegt grenzen te openen: 'Syrische vluchtelingen op weg naar Europa',0
Conflict bij Syrische provincie Idlib escaleert: 33 Turkse militairen gedood,0
Dodental rellen India opgelopen tot 37^ kritische rechter overgeplaatst,0
Britse rechter blokkeert uitbreidingsplannen Heathrow vanwege klimaat,0
Onderzoek: Er zijn niet een^ maar twee soorten rode panda's,0
Duitsland zoekt carnavalsvierders die contact hadden met besmet echtpaar,0
Veel bosbranden in 2019^ hoogste uitstoot van broeikasgassen sinds 1998,0
Zuid-Korea telt recordaantal nieuwe coronabesmettingen op een dag,0
Nederlanders in Milaan over coronavirus: 'Bizar weinig mensen op straat',0
Ontslagen man schiet vijf collega's dood bij Amerikaanse bierbrouwerij,0
Spaanse carnavalsgroep biedt excuses aan na optocht met Holocaustthema,0
Erdogan: Achttienduizend vluchtelingen zijn grens met Europa overgestoken,0
Treinstation Parijs ontruimd na brand bij protest tegen Congolese zanger,0
Italiaanse politie neemt illegale mondmaskers in beslag,0
Griekenland scherpt grenscontroles aan na vluchtelingenstroom uit Turkije,0
Coronaverdenking twee hotels Abu Dhabi^ Nederlanders in afzondering,0
Turkije zegt grenzen te openen: 'Syrische vluchtelingen op weg naar Europa',0
Conflict bij Syrische provincie Idlib escaleert: 33 Turkse militairen gedood,0
Dodental rellen India opgelopen tot 37^ kritische rechter overgeplaatst,0
Britse rechter blokkeert uitbreidingsplannen Heathrow vanwege klimaat,0
Onderzoek: Er zijn niet een^ maar twee soorten rode panda's,0
Duitsland zoekt carnavalsvierders die contact hadden met besmet echtpaar,0
Veel bosbranden in 2019^ hoogste uitstoot van broeikasgassen sinds 1998,0
Zuid-Korea telt recordaantal nieuwe coronabesmettingen op een dag,0
Nederlanders in Milaan over coronavirus: 'Bizar weinig mensen op straat',0
Ontslagen man schiet vijf collega's dood bij Amerikaanse bierbrouwerij,0
Spaanse carnavalsgroep biedt excuses aan na optocht met Holocaustthema,0
Tientallen gewonden bij protesten tegen bouw Griekse migrantenkampen,0
Politie in Niger rolt netwerk op dat kinderen tot prostitutie dwong,0
Amerikaans hof van beroep: Trump mag geld van 'veilige havens' inhouden,0
Vrouwen in Schotland krijgen gratis menstruatieproducten,0
Voor het eerst meer nieuwe besmettingen buiten China dan erbinnen,0
Niet 13 maar 23 Nederlanders in quarantaine in hotel op Tenerife,0
Het coronavirus samengevat: dit zijn de belangrijkste feiten,0
Doden in New Delhi tijdens felle protesten rond omstreden burgerschapswet,0
Vier Italianen besmet met coronavirus in hotel op Tenerife met Nederlanders,0
GGD doet onderzoek in Limburg vanwege coronabesmetting net over de grens,0
Duitser die inreed op carnavalsoptocht verdacht van poging tot moord,0
Geen aanwijzingen corona-besmetting Nederlanders op Tenerife,0
Reisbureaus zoeken om corona contact met toeristen die op Tenerife waren,0
Iraanse minister oogt dag voor positieve test op coronavirus niet fit,0
Bijna duizend gasten in quarantaine in hotel op Tenerife^ ook Nederlanders vast,0
Egyptische oud-president Hosni Mubarak (91) overleden,0
Tientallen gewonden bij protesten tegen bouw Griekse migrantenkampen,0
Politie in Niger rolt netwerk op dat kinderen tot prostitutie dwong,0
Amerikaans hof van beroep: Trump mag geld van 'veilige havens' inhouden,0
Vrouwen in Schotland krijgen gratis menstruatieproducten,0
Voor het eerst meer nieuwe besmettingen buiten China dan erbinnen,0
Niet 13 maar 23 Nederlanders in quarantaine in hotel op Tenerife,0
Het coronavirus samengevat: dit zijn de belangrijkste feiten,0
Doden in New Delhi tijdens felle protesten rond omstreden burgerschapswet,0
Vier Italianen besmet met coronavirus in hotel op Tenerife met Nederlanders,0
GGD doet onderzoek in Limburg vanwege coronabesmetting net over de grens,0
Duitser die inreed op carnavalsoptocht verdacht van poging tot moord,0
Geen aanwijzingen corona-besmetting Nederlanders op Tenerife,0
Reisbureaus zoeken om corona contact met toeristen die op Tenerife waren,0
Iraanse minister oogt dag voor positieve test op coronavirus niet fit,0
Bijna duizend gasten in quarantaine in hotel op Tenerife^ ook Nederlanders vast,0
Egyptische oud-president Hosni Mubarak (91) overleden,0
Bultrug raakt verstrikt in illegaal visnet voor kust van Mexico,0
Eerste coronageval in Zuid-Italie^ toerist besmet op Sicilie,0
Rapport: Meest vervuilde lucht in Indiase en Chinese steden,0
Man opgepakt die filmde hoe Duitser inreed op carnavalsstoet Volkmarsen,0
Reacties op vonnis Weinstein: 'De slachtoffers zijn moedig',0
Rechercheurs onderzoeken auto die inreed op Duitse carnavalsparade,0
Buitenlandse Zaken: Negatief reisadvies voor delen Italie om coronavirus,0
Ravage nadat auto op publiek inrijdt bij Duitse carnavalsparade,0
Auto rijdt opzettelijk in op Duitse carnavalsparade^ circa 30 gewonden,0
Meerdere gewonden doordat automobilist op Duitse carnavalsparade inrijdt,0
Hoe het coronavirus in Italie zich in een weekend razendsnel verspreidde,0
125.000 Indiers verwelkomen Trump in cricketstadion,0
Vliegvelden op de Canarische Eilanden vervroegd geopend na zandstorm,0
Zuid-Koreanen massaal in de rij voor gezichtsmasker,0
Maleisische premier Mahathir (94) neemt ontslag na tumultueus weekend,0
Vliegvelden Canarische Eilanden tot maandagmiddag dicht door zandstorm,0
Historisch lage opkomst bij Iraanse parlementaire verkiezingen,0
Chinese president Xi geeft fouten toe in 'grootste gezondheidscrisis',0
Gevaarlijke bosbranden en zandstorm op Canarische Eilanden,0
Vliegvelden Canarische Eilanden opnieuw gesloten wegens zware zandstorm,0
Acht mensen omgekomen bij aardbeving in Turkije,0
Derde patient in Italie bezwijkt aan COVID-19^ aantal besmettingen naar 150,0
Massaal op de vlucht geslagen bevolking van Idlib kan geen kant op,0
Sterke stijging coronabesmettingen in Italie^ noorden neemt maatregelen,0
Bernie Sanders wint voorverkiezing Nevada met ruime voorsprong,0
Canadese beveiliger probeert liveverslag tevergeefs te stoppen,0
Grote zandstorm op Canarische Eilanden^ vliegverkeer ontregeld,0
Universiteiten in Italiaanse regio Veneto dicht uit angst voor coronavirus,0
Water sleurt auto's mee bij hevige overstromingen in Peru,0
Voormalig rebellenleider Zuid-Soedan benoemd tot vicepresident,0
Inbrekers maken kilo's muntgeld buit bij de Koninklijke Munt in Brussel,0
Assad en Moskou staan in Idlib tegenover de laatste rebellen - en Turkije,0
Historisch lage opkomst bij Iraanse parlementaire verkiezingen,0
Chinese president Xi geeft fouten toe in 'grootste gezondheidscrisis',0
Gevaarlijke bosbranden en zandstorm op Canarische Eilanden,0
Vliegvelden Canarische Eilanden opnieuw gesloten wegens zware zandstorm,0
Acht mensen omgekomen bij aardbeving in Turkije,0
Derde patient in Italie bezwijkt aan COVID-19^ aantal besmettingen naar 150,0
Massaal op de vlucht geslagen bevolking van Idlib kan geen kant op,0
Sterke stijging coronabesmettingen in Italie^ noorden neemt maatregelen,0
